lottery,draw_number,draw_date_time,my_field1,my_field2,win_field1,win_field2,win_amount
Премьер,004437,17 января 2025 23:54 МСК,"Номер билета:,1041 3111 0000 0514 2437,Цена билета:,200 ₽,Дата покупки билета:,17 января 2025,Название лотереи:,Премьер,Тираж №:,004437,Дата тиража:,17 января 2025,Место тиража:,г. Москва,Время тиража:,23:54 МСК","Номер билета:,1041 3111 0000 0514 2437,Цена билета:,200 ₽,Дата покупки билета:,17 января 2025,Название лотереи:,Премьер,Тираж №:,004437,Дата тиража:,17 января 2025,Место тиража:,г. Москва,Время тиража:,23:54 МСК","Номер билета:,1041 3111 0000 0514 2437,Цена билета:,200 ₽,Дата покупки билета:,17 января 2025,Название лотереи:,Премьер,Тираж №:,004437,Дата тиража:,17 января 2025,Место тиража:,г. Москва,Время тиража:,23:54 МСК","Номер билета:,1041 3111 0000 0514 2437,Цена билета:,200 ₽,Дата покупки билета:,17 января 2025,Название лотереи:,Премьер,Тираж №:,004437,Дата тиража:,17 января 2025,Место тиража:,г. Москва,Время тиража:,23:54 МСК",300 ₽
Форсаж 75,018740,17 декабря 2023 12:45 МСК,,,,,20 ₽
Премьер,009931,22 августа 2025 19:54 МСК,"Номер билета:,1041 3111 0000 1678 0252,Цена билета:,30 ₽,Дата покупки билета:,22 августа 2025,Название лотереи:,Премьер,Тираж №:,009931,Дата тиража:,22 августа 2025,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1678 0252,Цена билета:,30 ₽,Дата покупки билета:,22 августа 2025,Название лотереи:,Премьер,Тираж №:,009931,Дата тиража:,22 августа 2025,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1678 0252,Цена билета:,30 ₽,Дата покупки билета:,22 августа 2025,Название лотереи:,Премьер,Тираж №:,009931,Дата тиража:,22 августа 2025,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1678 0252,Цена билета:,30 ₽,Дата покупки билета:,22 августа 2025,Название лотереи:,Премьер,Тираж №:,009931,Дата тиража:,22 августа 2025,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,",40 ₽
Премьер,009194,27 июля 2025 01:54 МСК,"Номер билета:,1041 3111 0000 1423 9904,Цена билета:,20 ₽,Дата покупки билета:,27 июля 2025,Название лотереи:,Премьер,Тираж №:,009194,Дата тиража:,27 июля 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1423 9904,Цена билета:,20 ₽,Дата покупки билета:,27 июля 2025,Название лотереи:,Премьер,Тираж №:,009194,Дата тиража:,27 июля 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1423 9904,Цена билета:,20 ₽,Дата покупки билета:,27 июля 2025,Название лотереи:,Премьер,Тираж №:,009194,Дата тиража:,27 июля 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1423 9904,Цена билета:,20 ₽,Дата покупки билета:,27 июля 2025,Название лотереи:,Премьер,Тираж №:,009194,Дата тиража:,27 июля 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,",30 ₽
Премьер,007786,6 июня 2025 00:54 МСК,"Номер билета:,1041 3111 0000 0954 7527,Цена билета:,200 ₽,Дата покупки билета:,5 июня 2025,Название лотереи:,Премьер,Тираж №:,007786,Дата тиража:,6 июня 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0954 7527,Цена билета:,200 ₽,Дата покупки билета:,5 июня 2025,Название лотереи:,Премьер,Тираж №:,007786,Дата тиража:,6 июня 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0954 7527,Цена билета:,200 ₽,Дата покупки билета:,5 июня 2025,Название лотереи:,Премьер,Тираж №:,007786,Дата тиража:,6 июня 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0954 7527,Цена билета:,200 ₽,Дата покупки билета:,5 июня 2025,Название лотереи:,Премьер,Тираж №:,007786,Дата тиража:,6 июня 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,",300 ₽
Премьер,000471,1 августа 2024 04:54 МСК,"Номер билета:,1041 3111 0000 0051 4128,Цена билета:,200 ₽,Дата покупки билета:,1 августа 2024,Название лотереи:,Премьер,Тираж №:,000471,Дата тиража:,1 августа 2024,Место тиража:,г. Москва,Время тиража:,04:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0051 4128,Цена билета:,200 ₽,Дата покупки билета:,1 августа 2024,Название лотереи:,Премьер,Тираж №:,000471,Дата тиража:,1 августа 2024,Место тиража:,г. Москва,Время тиража:,04:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0051 4128,Цена билета:,200 ₽,Дата покупки билета:,1 августа 2024,Название лотереи:,Премьер,Тираж №:,000471,Дата тиража:,1 августа 2024,Место тиража:,г. Москва,Время тиража:,04:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0051 4128,Цена билета:,200 ₽,Дата покупки билета:,1 августа 2024,Название лотереи:,Премьер,Тираж №:,000471,Дата тиража:,1 августа 2024,Место тиража:,г. Москва,Время тиража:,04:54 МСК,Купить ∙ 70 ₽,,,",300 ₽
Премьер,004531,21 января 2025 22:54 МСК,"Номер билета:,1041 3111 0000 0521 8297,Цена билета:,200 ₽,Дата покупки билета:,21 января 2025,Название лотереи:,Премьер,Тираж №:,004531,Дата тиража:,21 января 2025,Место тиража:,г. Москва,Время тиража:,22:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0521 8297,Цена билета:,200 ₽,Дата покупки билета:,21 января 2025,Название лотереи:,Премьер,Тираж №:,004531,Дата тиража:,21 января 2025,Место тиража:,г. Москва,Время тиража:,22:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0521 8297,Цена билета:,200 ₽,Дата покупки билета:,21 января 2025,Название лотереи:,Премьер,Тираж №:,004531,Дата тиража:,21 января 2025,Место тиража:,г. Москва,Время тиража:,22:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0521 8297,Цена билета:,200 ₽,Дата покупки билета:,21 января 2025,Название лотереи:,Премьер,Тираж №:,004531,Дата тиража:,21 января 2025,Место тиража:,г. Москва,Время тиража:,22:54 МСК,Купить ∙ 70 ₽,,,",300 ₽
Премьер,001924,3 октября 2024 02:54 МСК,"Номер билета:,1041 3111 0000 0217 9741,Цена билета:,200 ₽,Дата покупки билета:,3 октября 2024,Название лотереи:,Премьер,Тираж №:,001924,Дата тиража:,3 октября 2024,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0217 9741,Цена билета:,200 ₽,Дата покупки билета:,3 октября 2024,Название лотереи:,Премьер,Тираж №:,001924,Дата тиража:,3 октября 2024,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0217 9741,Цена билета:,200 ₽,Дата покупки билета:,3 октября 2024,Название лотереи:,Премьер,Тираж №:,001924,Дата тиража:,3 октября 2024,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0217 9741,Цена билета:,200 ₽,Дата покупки билета:,3 октября 2024,Название лотереи:,Премьер,Тираж №:,001924,Дата тиража:,3 октября 2024,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,",500 ₽
Премьер,000651,8 августа 2024 21:54 МСК,"Номер билета:,1041 3111 0000 0071 1832,Цена билета:,200 ₽,Дата покупки билета:,8 августа 2024,Название лотереи:,Премьер,Тираж №:,000651,Дата тиража:,8 августа 2024,Место тиража:,г. Москва,Время тиража:,21:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0071 1832,Цена билета:,200 ₽,Дата покупки билета:,8 августа 2024,Название лотереи:,Премьер,Тираж №:,000651,Дата тиража:,8 августа 2024,Место тиража:,г. Москва,Время тиража:,21:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0071 1832,Цена билета:,200 ₽,Дата покупки билета:,8 августа 2024,Название лотереи:,Премьер,Тираж №:,000651,Дата тиража:,8 августа 2024,Место тиража:,г. Москва,Время тиража:,21:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0071 1832,Цена билета:,200 ₽,Дата покупки билета:,8 августа 2024,Название лотереи:,Премьер,Тираж №:,000651,Дата тиража:,8 августа 2024,Место тиража:,г. Москва,Время тиража:,21:54 МСК,Купить ∙ 70 ₽,,,",800 ₽
Премьер,011416,13 октября 2025 10:54 МСК,"Номер билета:,1041 3111 0000 2124 3296,Цена билета:,70 ₽,Дата покупки билета:,13 октября 2025,Название лотереи:,Премьер,Тираж №:,011416,Дата тиража:,13 октября 2025,Место тиража:,г. Москва,Время тиража:,10:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 2124 3296,Цена билета:,70 ₽,Дата покупки билета:,13 октября 2025,Название лотереи:,Премьер,Тираж №:,011416,Дата тиража:,13 октября 2025,Место тиража:,г. Москва,Время тиража:,10:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 2124 3296,Цена билета:,70 ₽,Дата покупки билета:,13 октября 2025,Название лотереи:,Премьер,Тираж №:,011416,Дата тиража:,13 октября 2025,Место тиража:,г. Москва,Время тиража:,10:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 2124 3296,Цена билета:,70 ₽,Дата покупки билета:,13 октября 2025,Название лотереи:,Премьер,Тираж №:,011416,Дата тиража:,13 октября 2025,Место тиража:,г. Москва,Время тиража:,10:54 МСК,Купить ∙ 70 ₽,,,",100 ₽
Форсаж 75,018860,18 декабря 2023 19:45 МСК,,,,,20 ₽
Премьер,010379,8 сентября 2025 00:54 МСК,"Номер билета:,1041 3111 0000 1855 0675,Цена билета:,50 ₽,Дата покупки билета:,8 сентября 2025,Название лотереи:,Премьер,Тираж №:,010379,Дата тиража:,8 сентября 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1855 0675,Цена билета:,50 ₽,Дата покупки билета:,8 сентября 2025,Название лотереи:,Премьер,Тираж №:,010379,Дата тиража:,8 сентября 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1855 0675,Цена билета:,50 ₽,Дата покупки билета:,8 сентября 2025,Название лотереи:,Премьер,Тираж №:,010379,Дата тиража:,8 сентября 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1855 0675,Цена билета:,50 ₽,Дата покупки билета:,8 сентября 2025,Название лотереи:,Премьер,Тираж №:,010379,Дата тиража:,8 сентября 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,",70 ₽
Премьер,009167,26 июля 2025 02:54 МСК,"Номер билета:,1041 3111 0000 1410 9023,Цена билета:,20 ₽,Дата покупки билета:,26 июля 2025,Название лотереи:,Премьер,Тираж №:,009167,Дата тиража:,26 июля 2025,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1410 9023,Цена билета:,20 ₽,Дата покупки билета:,26 июля 2025,Название лотереи:,Премьер,Тираж №:,009167,Дата тиража:,26 июля 2025,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1410 9023,Цена билета:,20 ₽,Дата покупки билета:,26 июля 2025,Название лотереи:,Премьер,Тираж №:,009167,Дата тиража:,26 июля 2025,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1410 9023,Цена билета:,20 ₽,Дата покупки билета:,26 июля 2025,Название лотереи:,Премьер,Тираж №:,009167,Дата тиража:,26 июля 2025,Место тиража:,г. Москва,Время тиража:,02:54 МСК,Купить ∙ 70 ₽,,,",30 ₽
Премьер,010766,22 сентября 2025 01:54 МСК,"Номер билета:,1041 3111 0000 1966 5359,Цена билета:,50 ₽,Дата покупки билета:,22 сентября 2025,Название лотереи:,Премьер,Тираж №:,010766,Дата тиража:,22 сентября 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1966 5359,Цена билета:,50 ₽,Дата покупки билета:,22 сентября 2025,Название лотереи:,Премьер,Тираж №:,010766,Дата тиража:,22 сентября 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1966 5359,Цена билета:,50 ₽,Дата покупки билета:,22 сентября 2025,Название лотереи:,Премьер,Тираж №:,010766,Дата тиража:,22 сентября 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1966 5359,Цена билета:,50 ₽,Дата покупки билета:,22 сентября 2025,Название лотереи:,Премьер,Тираж №:,010766,Дата тиража:,22 сентября 2025,Место тиража:,г. Москва,Время тиража:,01:54 МСК,Купить ∙ 70 ₽,,,",70 ₽
